StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,X
32,5,192402,0.53,19.3,1.29,1.29,0.24,0.34,0,1280,0.51,-0.24,-0.36,0.11,-0.17,-0.47,0.19,8.4,30.2,NA
32,5,192403,0.49,24.8,0.86,0.86,-0.88,-0.39,0,1246,-0.42,-0.19,-0.61,-0.65,-0.04,-0.43,0.17,16.1,33.3,NA
32,5,192404,3.71,38.7,2.22,2.22,4.35,2.22,0,789,1.99,1.69,1.74,1.24,0.79,0.3,0.72,27.2,50.2,NA
32,5,192405,0.73,45.8,1.7,1.7,-0.9,1.23,0,595,-1.45,0.42,0.26,0.09,0.15,-0.08,-0.06,32.1,59.6,NA
32,5,192406,4.72,59,2.64,2.64,3.36,2.64,29,209,0.91,-0.23,0.83,0.6,0.31,0.41,0.2,46.9,71,NA
32,5,192407,1.5,65.6,2.35,2.35,-0.06,2.26,103,85,-1.02,0.03,-0.76,0.09,-0.11,-0.01,0.11,51.7,79.5,NA
32,5,192408,2.57,62.6,2.82,2.82,2.15,2.82,55,130,0.47,-0.46,0.14,0.2,0.09,0.12,0.27,48.6,76.6,NA
32,5,192409,3.19,54,3.81,3.81,3.84,3.81,8,338,1.3,1.13,0.35,0.8,0.65,0.43,0.56,40.9,67.1,NA
32,5,192410,2.13,49.4,4.18,4.18,2.27,4.18,0,484,1.02,1.43,1.38,0.31,1.01,0.83,0.95,36.2,62.7,NA
32,5,192411,0.11,25.8,3.54,3.54,-0.61,3.25,0,1176,-1.09,0.56,1.15,0.84,0.77,0.69,0.39,16.6,35.1,NA
32,5,192412,0.4,1.6,3.3,3.3,0.37,3.09,0,1965,-0.15,-1.1,0.44,0.45,0.85,0.69,0.37,-8,11.2,NA
32,5,192501,0.17,6.4,2.83,2.83,-0.38,2.43,0,1817,-0.98,-0.8,-1.44,0.95,0,0.66,0.3,-4.8,17.5,NA
32,5,192502,0.5,14.6,2.78,2.78,0.7,2.57,0,1411,0.42,-0.41,-0.44,0.93,0.7,0.63,0.2,3.9,25.4,NA
32,5,192503,0.56,26.9,2.58,2.58,0.26,2.41,0,1181,-0.23,-0.11,-0.61,0.08,0.27,0.68,0.24,14.7,39.2,NA
32,5,192504,1.61,47,2.24,2.24,-0.2,1.94,5,545,0.44,0.19,0.21,-0.6,0.85,-0.01,0.34,33.9,60.1,NA
32,5,192505,1.37,52.5,1.66,1.66,-1.06,0.89,11,399,-0.76,-0.49,-0.56,-0.78,0.27,0.26,0.05,37.4,67.4,NA
32,5,192506,5.68,61.6,2.85,2.85,4.08,2.85,53,155,1.41,0.57,0.61,0.39,0.46,0.5,0.71,50.5,72.7,NA
32,5,192507,1.03,67,-0.45,2.1,-1.36,1.48,127,65,-1.74,0.28,-0.29,-0.26,-0.58,0.33,0.23,52.7,81.3,NA
32,5,192508,1.11,68.1,-0.98,1.31,-1.72,-0.05,143,47,-1.22,-1.88,-0.29,-0.61,-0.75,-0.06,0.03,51.9,84.3,NA
32,5,192509,2.48,58,-0.4,1.66,1.44,0.86,22,232,0.85,-0.07,-0.99,-0.22,-0.37,-0.26,0.08,45.9,70,NA
32,5,192510,0.75,31.9,-0.13,1.71,0.68,1.14,0,1026,-0.21,0.39,-0.32,-0.5,-0.47,-0.76,0.04,23.1,40.7,NA
32,5,192511,0.14,26.7,-0.46,1.2,-1.02,0.23,0,1149,-0.95,-0.77,0.1,-0.24,-0.6,-0.72,-0.05,15.8,37.7,NA
32,5,192512,0.36,14.3,-0.5,0.99,-0.26,-0.06,0,1572,-0.3,-1.14,-0.92,-1.43,-0.58,-0.72,0.05,5.8,22.9,NA
32,5,192601,0.3,14.7,-0.63,0.7,-0.56,-0.5,0,1559,-0.35,-0.54,-1.14,-0.74,-0.73,-0.69,0.07,4.1,25.4,NA
32,5,192602,0.63,20.1,-0.37,0.82,0.58,-0.15,0,1257,0.75,0.2,-0.02,0.03,-0.28,-0.62,0.09,11.2,29.1,NA
32,5,192603,0.35,24.6,-0.71,-0.71,-1.13,-0.71,0,1252,-0.86,-0.27,-0.52,-1.12,-1.53,-0.68,0.08,12.7,36.5,NA
32,5,192604,0.32,42,-1.43,-1.43,-2.37,-1.43,0,690,-1.57,-1.99,-1.44,-2.08,-1.27,-1.07,-0.68,26.4,57.7,NA
32,5,192605,2.21,58.1,-1.77,-1.77,-1.47,-1.77,37,251,-0.05,-0.8,-1.02,-1.09,-0.73,-0.83,-0.49,43.3,72.8,NA
32,5,192606,1.59,60.3,-2.62,-2.62,-3.09,-2.62,40,181,-1.53,-1.1,-1.49,-1.61,-1.8,-1.94,-1.16,46.9,73.7,NA
32,5,192607,2.71,70.5,-2.81,-2.81,-1.37,-2.81,198,28,0.13,-1.01,-0.94,-1.32,-1.55,-1.39,-0.81,56.2,84.7,NA
32,5,192608,2.73,64.3,0.22,-2.3,0.66,-1.96,79,101,0.59,0.31,-0.64,-1.11,-1.2,-0.98,-0.77,52,76.6,NA
32,5,192609,2.15,51.8,0.63,-1.63,1.29,-0.71,0,400,0.61,0.69,0.5,-0.76,-0.9,-1.18,-1.07,40.1,63.5,NA
32,5,192610,1.26,41.2,0.71,-1.32,0.43,-0.21,0,738,0.35,0.5,0.62,-0.43,-0.83,-1.08,-1.3,30.2,52.2,NA
32,5,192611,0.63,19.5,0.64,-1.18,0.02,-0.06,0,1365,0.32,0.28,0.48,-0.29,-0.83,-0.9,-1.18,13.2,25.8,NA
32,5,192612,0.39,7.4,0.47,-1.16,-0.31,-0.16,0,1786,-0.19,0.07,0.15,0.44,-0.75,-0.87,-1.12,-2.7,17.4,NA
32,5,192701,0.49,8.2,0.38,-1.08,-0.13,-0.14,0,1761,0.31,-0.01,0.09,0.55,-0.43,-0.81,-1.02,-0.2,16.6,NA
32,5,192702,0.36,12.6,0.23,-1.08,-0.32,-0.25,0,1467,-0.01,0.02,-0.11,0.37,-0.35,-0.86,-1.02,3.7,21.5,NA
32,5,192703,1.07,29.6,0.38,-0.79,0.52,0.18,0,1097,0.77,0.52,0.46,0.31,0.51,-0.64,-0.9,21.2,38.1,NA
32,5,192704,1.99,40.8,0.67,0.67,0.96,0.67,0,726,0.79,0.93,0.84,0.67,0.78,-0.2,-0.82,31.1,50.5,NA
32,5,192705,6.74,47.2,3.81,3.81,9.63,3.81,0,552,2.36,2.49,2.41,2.35,1.89,1.25,0.27,38.9,55.5,NA
32,5,192706,2.88,61.4,3.63,3.63,0.64,3.63,51,159,-0.28,1.8,1.89,1.95,1.73,1.64,-0.4,49.9,73,NA
32,5,192707,2.78,65.4,4.11,4.11,2.57,4.11,100,88,0.18,-0.26,1.54,1.75,1.67,1.49,0.03,53.9,77,NA
32,5,192708,4.47,63.2,5.79,5.79,6.32,5.79,63,119,1.7,1.17,0.71,2.23,2.26,2.01,0.75,49.8,76.5,NA
32,5,192709,0.46,55.9,4.91,4.91,-0.87,4.53,13,286,-1.32,0.71,0.55,1.67,1.74,1.62,0.35,43.1,68.8,NA
32,5,192710,1.47,45.6,4.75,4.75,1.05,4.7,0,601,0.54,-0.49,0.74,1.7,1.94,1.87,0.53,32.9,58.3,NA
32,5,192711,0.87,19,4.7,4.7,1.31,4.7,0,1380,0.69,0.63,-0.26,0.4,1.93,1.89,0.7,11.3,26.8,NA
32,5,192712,0.55,-4,4.52,4.52,0.93,4.52,0,2139,0.33,0.66,0.63,0.72,1.85,1.94,0.74,-13,5,NA
32,5,192801,0.2,10.5,4.01,4.01,-0.15,3.89,0,1690,-0.81,-0.31,0.24,0.71,1.64,1.88,0.72,1.2,20,NA
32,5,192802,0.08,17.3,3.45,3.45,-0.43,3.11,0,1336,-2.01,-1.72,-1.03,-0.62,0.18,1.7,0.59,7,27.6,NA
32,5,192803,0.7,26.6,3.32,3.32,0.68,3.19,0,1190,0.09,-0.71,-1.07,0.08,0.43,1.55,0.67,14.3,38.8,NA
32,5,192804,1.01,35.2,3.21,3.21,0.7,3.21,0,894,-0.25,-0.29,-0.73,-0.55,0.26,1.31,0.81,22.6,47.7,NA
32,5,192805,1.29,57.9,2.28,2.28,-1.82,1.48,35,255,-0.83,-0.97,-0.93,-1.34,-1.14,-0.38,0.61,42.9,72.8,NA
32,5,192806,5.76,58.1,3.67,3.67,4.89,3.67,23,230,1.45,0.57,0.34,0.01,0.22,0.46,1.75,46.5,69.8,NA
32,5,192807,4.75,67.3,5.21,5.21,5.76,5.21,132,61,1.35,2.01,1.28,0.83,0.83,0.97,1.94,56.3,78.2,NA
32,5,192808,3.45,64.3,6.36,6.36,5.04,6.36,79,101,1.1,1.57,2.28,1.28,1.11,0.7,2.05,51.2,77.3,NA
32,5,192809,1.08,53.3,5.93,5.93,0.68,5.93,7,358,-0.38,0.5,1.19,1.08,0.86,0.96,1.98,40.3,66.3,NA
32,5,192810,0.16,42.4,4.98,4.98,-1.02,4.55,0,701,-1.53,-1.12,-0.12,0.88,0.58,0.59,1.79,29.2,55.5,NA
32,5,192811,0.83,29.7,4.9,4.9,1.31,4.9,0,1059,0.64,-0.63,-0.82,1.43,0.73,0.56,1.86,18.6,40.7,NA
32,5,192812,0.34,19.9,4.52,4.52,0.36,4.52,0,1398,-0.38,0.31,-0.82,0.72,0.72,0.49,1.57,10.2,29.5,NA
32,5,192901,0.55,-6.8,4.38,4.38,0.97,4.38,0,2226,0.48,0.02,0.36,-0.04,0.88,0.58,1.56,-17.5,3.9,NA
32,5,192902,0.36,1.2,4.11,4.11,0.56,4.11,0,1786,-0.01,0.15,-0.09,-0.85,1.35,0.65,1.52,-10.2,12.6,NA
32,5,192903,0.98,29.9,4.29,4.29,1.81,4.29,0,1088,0.63,0.38,0.42,-0.43,0.76,0.76,1.5,20.1,39.7,NA
32,5,192904,1.66,40.7,4.33,4.33,1.44,4.33,0,729,0.49,0.6,0.5,0.52,0.1,0.96,1.47,28.9,52.6,NA
32,5,192905,2.42,48.8,4.53,4.53,1.93,4.53,0,507,0.1,0.21,0.33,0.23,-0.37,1.32,0.66,35.4,62.3,NA
32,5,192906,1.16,61.4,3.35,3.35,-2.15,2.48,51,159,-2.14,-1.22,-0.96,-0.83,-1.11,-0.11,0.23,47.8,75,NA
32,5,192907,1.43,71.4,2.54,2.54,-1.39,1.11,220,22,-1.11,-2.04,-1.54,-1.25,-1.17,-1,-0.05,56.2,86.5,NA
32,5,192908,0.91,68.2,1.41,1.41,-2.61,-0.94,145,45,-1.64,-1.71,-2.3,-1.6,-1.7,-1.73,-0.76,51.6,84.7,NA
32,5,192909,2.05,51.7,1.66,1.66,1.2,-0.17,0,403,0.53,-0.52,-1.13,-1.52,-1.43,-1.64,-0.48,39.5,63.9,NA
32,5,192910,2.26,45.5,2.14,2.14,1.95,0.98,0,604,1.11,0.97,0.17,-1.22,-1.06,-1.02,-0.32,33.7,57.2,NA
32,5,192911,0.91,22.3,2.25,2.25,0.98,1.38,0,1281,0.75,1.17,1.06,-1.24,-0.88,-0.96,-0.32,14.5,30.2,NA
32,5,192912,0.92,9.2,2.57,2.57,1.66,2.08,0,1730,1.25,1.15,1.39,-0.13,-0.84,-0.77,-0.12,1,17.5,NA
32,5,193001,0.23,-3.5,2.15,2.15,-0.45,1.47,0,2124,-0.66,0.54,0.76,0.38,-1.01,-0.86,-0.11,-11.8,4.8,NA
32,5,193002,1.58,20.3,3.18,3.18,3.74,3.18,0,1252,2.33,1.7,1.8,1.51,-0.68,-0.48,0.21,12,28.7,NA
32,5,193003,0.13,25.5,-0.26,2.59,-0.78,2.21,0,1224,-2.01,0.93,0.49,1.35,-0.01,-0.72,0.1,16.6,34.3,NA
32,5,193004,0.96,46.5,-0.69,1.86,-1.38,0.88,0,555,-0.32,-1.13,0.21,0.53,0.32,-0.95,0.09,33.9,59.1,NA
32,5,193005,3.3,50.5,0.86,2.53,2.59,2.52,7,457,0.68,0.31,-0.04,0.66,1.06,-0.68,0.44,38.9,62.1,NA
32,5,193006,2.99,63.3,-0.06,2.22,-0.17,2.07,75,126,-0.2,0.19,-0.03,0.08,0.75,-0.14,-0.23,51.8,74.8,NA
32,5,193007,0.84,72.5,-1.06,0.97,-3.04,-0.52,249,16,-2.17,-1.28,-0.68,-0.61,-0.42,-0.28,-0.97,57.2,87.8,NA
32,5,193008,1.85,69.7,-1.45,-1.45,-1.48,-1.45,176,31,-0.2,-1.42,-1.26,-1.06,-0.62,-0.02,-1.28,55.4,84,NA
32,5,193009,0.88,56,-1.86,-1.86,-1.7,-1.86,14,284,-0.63,-0.69,-1.65,-1.08,-0.98,-0.35,-1.43,41.3,70.7,NA
32,5,193010,2.14,40.1,0.78,-0.89,2.33,0.29,0,772,1.03,0.27,-0.02,-0.64,-0.6,-0.45,-1.04,30.4,49.8,NA
32,5,193011,0.94,27.7,1.05,1.05,1.06,1.05,0,1119,0.79,1.11,0.44,-0.85,-0.81,-0.42,-1.01,17.3,38.1,NA
32,5,193012,0.16,17.8,-0.25,0.69,-0.74,0.06,0,1463,-1.25,0.2,0.87,-0.91,-0.73,-0.65,-0.98,9.4,26.2,NA
32,5,193101,0.34,18.8,-0.33,-0.33,-0.32,-0.33,0,1432,-0.19,-1.02,-0.01,-0.09,-0.66,-0.62,-1.01,10.1,27.4,NA
32,5,193102,0.34,26.6,-0.35,-0.35,-0.17,-0.35,0,1075,-0.08,-0.39,-1,0.11,-1.06,-0.95,-0.98,17.9,35.2,NA
32,5,193103,1.03,24.5,-0.06,-0.06,0.77,0.26,0,1256,0.71,0.43,0.16,0.78,-0.83,-0.69,-0.97,15.6,33.4,NA
32,5,193104,1,42.7,-0.38,-0.38,-0.96,-0.38,0,669,-0.26,0.05,-0.08,-0.19,-0.22,-0.71,-1.15,28.4,57,NA
32,5,193105,1.92,52.7,-0.47,-0.47,-0.41,-0.47,12,393,-0.28,-0.53,-0.3,-0.67,-0.22,-1.14,-1.33,38.2,67.1,NA
32,5,193106,2.06,68.1,-1.5,-1.5,-3.23,-1.5,149,56,-1.01,-1,-1.08,-1.03,-0.54,-1.33,-1.14,55.1,81,NA
32,5,193107,3.42,70.5,0.09,-1.26,0.27,-1.04,198,28,0.62,-0.36,-0.57,-0.62,-0.65,-0.55,-0.64,56.7,84.3,NA
32,5,193108,2.99,65.5,0.52,-0.69,1.31,0.29,98,82,0.79,0.79,0,-0.24,-0.46,-0.24,-0.2,52.9,78.1,NA
32,5,193109,1.99,60.7,0.47,-0.61,0.02,0.38,43,172,0.49,0.74,0.84,-0.19,-0.18,0.11,-0.23,45.6,75.7,NA
32,5,193110,1.83,46.7,0.72,0.72,0.9,0.72,0,567,0.82,0.72,0.93,0.1,0.01,-0.03,-0.35,34.6,58.7,NA
32,5,193111,0.95,28.7,0.96,0.96,0.94,0.96,0,1089,0.8,0.93,0.85,0.5,0.15,-0.02,-0.34,19.1,38.3,NA
32,5,193112,0.25,18.1,0.66,0.66,-0.61,0.66,0,1454,-0.76,0.35,0.72,1.01,0.01,0.01,-0.38,10.7,25.6,NA
32,5,193201,0.54,7.1,0.64,0.64,0.15,0.64,0,1795,0.46,-0.21,0.39,0.94,0.14,0.05,-0.3,-2.1,16.2,NA
32,5,193202,0.45,11.3,0.6,0.6,0.08,0.6,0,1504,0.28,0.32,-0.11,0.72,0.43,0.09,-0.54,1,21.6,NA
32,5,193203,0.78,17.7,0.54,0.54,0.01,0.54,0,1466,0.26,0.19,0.25,0.69,0.99,0.05,-0.38,8.6,26.8,NA
32,5,193204,2.57,43.2,1.04,1.04,1.67,1.04,0,654,1.25,1.14,1.12,1.08,1.27,0.48,-0.04,32.2,54.2,NA
32,5,193205,2.91,54.7,1.39,1.39,1.36,1.39,18,337,0.44,0.99,0.94,0.84,1.04,0.84,-0.27,41.9,67.4,NA
32,5,193206,3.88,66.7,1.44,1.44,0.59,1.44,126,75,0.42,0.44,0.92,0.92,1.09,1.37,-0.08,55.7,77.6,NA
32,5,193207,1.77,69.7,-0.36,0.94,-1.07,0.27,180,34,-0.7,-0.27,-0.09,0.35,0.4,0.78,0.15,55.4,84.1,NA
32,5,193208,1.66,68.2,-0.7,-0.7,-1.15,-0.7,145,45,-0.41,-0.88,-0.52,0.15,0.08,0.42,0.12,53.6,82.8,NA
32,5,193209,0.76,56.4,-1.23,-1.23,-1.81,-1.23,15,273,-0.8,-0.95,-1.25,-0.13,-0.1,0.11,0.11,40.6,72.3,NA
32,5,193210,2.56,37.8,1.19,1.19,3.56,1.19,0,843,1.29,0.44,0.04,-0.13,0.26,0.32,0.2,28.4,47.1,NA
32,5,193211,0.58,24.1,1.18,1.18,0.34,1.18,0,1227,0.23,1.15,0.41,-0.23,0.24,0.19,0.11,14.9,33.3,NA
32,5,193212,0.11,12,0.81,0.81,-0.75,0.24,0,1643,-1.59,-0.59,0.88,-0.6,0.13,0.15,0.19,2,21.9,NA
32,5,193301,0.73,10.3,1.07,1.07,1.03,1.05,0,1696,0.94,-0.09,-0.03,-0.05,-0.18,0.19,0.27,0.4,20.3,NA
32,5,193302,0.32,7,0.96,0.96,0.02,0.86,0,1624,-0.16,0.44,-0.26,0.25,-0.33,0.15,0.26,-3.4,17.4,NA
32,5,193303,0.49,27.7,0.78,0.78,-0.25,0.41,0,1156,-0.42,-0.64,-0.1,0.68,-0.62,0.09,0.16,17.7,37.8,NA
32,5,193304,1.48,39,0.93,0.93,0.68,0.92,0,780,0.31,-0.01,-0.16,-0.28,-0.22,-0.29,0.26,28,49.9,NA
32,5,193305,3.5,54,1.71,1.71,2.63,1.71,15,356,0.8,0.72,0.55,0.41,0.45,-0.04,0.53,42.3,65.7,NA
32,5,193306,1.81,71.2,-1.05,-1.05,-3.14,-1.05,214,28,-1.27,-0.3,-0.24,-0.3,0.09,-0.69,0.46,57,85.3,NA
32,5,193307,2.36,71.2,-1.25,-1.25,-0.93,-1.25,215,23,-0.14,-1.08,-0.46,-0.55,-0.59,-0.47,0.21,57,85.4,NA
32,5,193308,0.43,67.9,-2.36,-2.36,-3.74,-2.36,139,49,-3.09,-1.34,-1.77,-1.06,-1.18,-0.83,-0.31,52.7,83.1,NA
32,5,193309,0.73,61.3,-3.03,-3.03,-2.71,-3.03,49,160,-0.85,-2.37,-1.68,-1.27,-1.31,-0.9,-0.62,45.6,77.1,NA
32,5,193310,0.66,40.4,-2.96,-2.96,-0.74,-2.96,0,763,-0.33,-0.97,-2.22,-1.46,-1.5,-1.58,-0.91,26.7,54,NA
32,5,193311,0.9,26,-2.46,-2.46,0.58,-2.17,0,1170,0.74,-0.01,-0.64,-2.07,-1.3,-1.43,-0.92,17.2,34.8,NA
32,5,193312,0.99,7.2,-1.71,-1.71,1.49,-0.75,0,1792,1.4,1.21,0.37,-1.31,-1.11,-1.14,-0.64,-4.5,18.9,NA
32,5,193401,0.2,14.1,-1.86,-1.86,-0.96,-1.25,0,1578,-0.81,0.61,0.79,-1.54,-1.22,-1.27,-0.71,3,25.3,NA
32,5,193402,0.04,18.1,-2.1,-2.1,-1.31,-1.94,0,1313,-3.09,-1.9,-0.13,-0.7,-2.07,-1.31,-0.78,8.3,27.9,NA
32,5,193403,0.45,25.5,-2.33,-2.33,-1.34,-2.33,0,1224,-0.53,-1.53,-1.69,-0.41,-1.76,-1.37,-0.86,13.2,37.9,NA
32,5,193404,0.49,42.7,-2.93,-2.93,-2.52,-2.93,0,669,-1.13,-1.4,-2.05,-0.88,-2.08,-1.6,-1.4,29.4,56.1,NA
32,5,193405,0.34,63.2,-4.73,-4.73,-6.3,-4.73,94,150,-1.99,-2.21,-2.41,-2.49,-2.08,-2.86,-1.93,46.1,80.4,NA
32,5,193406,2.91,64.6,-5.03,-5.03,-2.35,-5.03,93,105,-0.26,-1.4,-1.67,-2.05,-1.67,-2.15,-2.07,51.7,77.4,NA
32,5,193407,1.51,72,-5.99,-5.99,-4.45,-5.99,236,19,-1,-0.94,-1.64,-2.03,-1.8,-2.26,-2.02,56.9,87.1,NA
32,5,193408,1.72,66.9,-6.09,-6.09,-2.13,-6.09,121,62,-0.34,-1.02,-1.05,-2.01,-2.12,-1.99,-2.03,51.8,81.9,NA
32,5,193409,0.83,51.9,-5.96,-5.96,-1.51,-5.96,0,398,-0.7,-0.84,-1.33,-2.24,-2.59,-2.25,-2.19,38.9,65,NA
32,5,193410,2.38,48.1,-4.83,-4.83,1.54,-4.21,0,524,1.18,0.38,0.01,-1.4,-1.84,-1.72,-2.29,36.5,59.7,NA
32,5,193411,0.21,32.4,-4.74,-4.74,-1.22,-4.52,0,978,-0.67,0.8,0.13,-0.89,-1.75,-1.87,-2.33,22.5,42.2,NA
32,5,193412,0.2,11.3,-4.62,-4.62,-1.1,-4.62,0,1665,-1.02,-1.49,0.55,-0.89,-1.82,-2.08,-2.64,2.6,20,NA
32,5,193501,0.4,1.9,-4.37,-4.37,-0.67,-4.37,0,1956,0.03,-0.71,-1.12,-0.39,-1.55,-1.93,-2.69,-7.9,11.8,NA
32,5,193502,0.21,23.8,-4.27,-4.27,-1.05,-4.27,0,1154,-0.68,-0.58,-1.08,-0.22,-1.1,-1.85,-2.63,14.3,33.3,NA
32,5,193503,1.04,25.1,-0.03,-3.86,-0.1,-3.84,0,1237,0.73,0.23,0.07,0.47,-0.84,-1.77,-2.56,15.2,34.9,NA
32,5,193504,2.62,37.4,0.74,-2.72,2.23,-1.78,0,828,1.28,1.35,1.17,0.5,0.18,-1.12,-2.2,28.1,46.6,NA
32,5,193505,2.95,48.7,1.46,-1.65,2.37,0.21,0,505,0.46,1.03,1.1,0.8,0.56,-0.31,-2.1,38.7,58.8,NA
32,5,193506,2.6,60.7,1.16,-1.62,-0.43,0.03,43,172,-0.51,-0.18,0.39,0.36,0.49,-0.43,-1.91,49.2,72.1,NA
32,5,193507,5.5,74.1,2.72,2.72,5.02,2.72,292,10,1.7,0.95,0.96,1.37,1.03,0.71,-1.2,62,86.2,NA
32,5,193508,2.29,65.7,2.89,2.89,1.35,2.89,101,79,0.23,1.4,0.82,1.29,1.12,0.88,-0.82,52.2,79.3,NA
32,5,193509,0.64,57.6,-0.54,2.05,-1.61,1.33,20,242,-0.99,-0.54,0.85,0.86,0.84,0.91,-0.92,42.8,72.3,NA
32,5,193510,0.14,43,-1.08,1.24,-1.8,-0.24,0,682,-1.64,-1.68,-1.15,0.07,0.48,0.23,-1.07,27.6,58.4,NA
32,5,193511,0.71,14.9,0.12,1.24,0.37,-0.07,0,1503,0.45,-0.82,-1.39,0.02,0.56,0.38,-1.11,5.2,24.5,NA
32,5,193512,0.77,9.9,0.47,1.47,1.06,0.56,0,1708,0.92,0.74,-0.48,0.51,0.58,0.56,-1.09,1.2,18.8,NA
32,5,193601,0.48,-9.2,0.46,1.36,0.13,0.49,0,2300,0.28,0.71,0.65,-0.8,0.18,0.56,-1,-18.5,0,NA
32,5,193602,0.78,-15,0.82,1.62,1.22,1.11,0,2240,1.08,0.83,1.05,-0.7,0.23,0.73,-0.8,-24.1,-5.9,NA
32,5,193603,0.71,24.4,0.81,1.53,0.23,1.03,0,1259,0.11,0.61,0.53,-0.13,0.59,0.65,-0.73,15.7,33.2,NA
32,5,193604,0.19,34.9,-0.37,1.01,-1.1,0.1,0,903,-2.04,-1.47,-0.88,-0.34,-1.14,-0.14,-0.82,22.8,47.1,NA
32,5,193605,0.26,60.2,-1.9,-1.9,-4.7,-1.9,56,204,-2.12,-2.59,-2.54,-1.85,-2.14,-0.93,-0.95,44.5,76,NA
32,5,193606,0.95,66.8,-3.45,-3.45,-5.26,-3.45,127,73,-2.51,-2.55,-2.83,-2.53,-2.42,-1.35,-1.35,51.7,81.9,NA
32,5,193607,0.64,80.6,-5.59,-5.59,-7.46,-5.59,484,0,-2.83,-2.7,-2.79,-2.75,-2.55,-2.54,-1.41,63.9,97.3,NA
32,5,193608,2.12,69.5,-5.65,-5.65,-1.91,-5.65,172,32,0.07,-1.37,-2.2,-2.96,-2.77,-2.69,-1.33,55.4,83.6,NA
32,5,193609,0.89,59.4,-5.89,-5.89,-2.48,-5.89,32,200,-0.62,-0.48,-1.6,-3.09,-3.09,-3.09,-1.44,44.9,73.9,NA
32,5,193610,0.22,40.2,-5.86,-5.86,-1.72,-5.86,0,769,-1.28,-1.27,-1.03,-2.85,-2.99,-2.97,-1.96,25.4,55,NA
32,5,193611,0.28,25.3,-5.66,-5.66,-1.2,-5.66,0,1191,-0.45,-1.43,-1.51,-3,-3.05,-3.01,-1.92,15.7,34.9,NA
32,5,193612,0.28,13.2,-5.42,-5.42,-1.05,-5.42,0,1606,-0.63,-0.94,-1.66,-2.36,-3.09,-3.09,-2.03,4.3,22.1,NA
32,5,193701,0.77,-10.3,-4.78,-4.78,0.26,-4.63,0,2334,1.03,0.35,-0.17,-1.09,-2.72,-2.83,-1.89,-19.3,-1.2,NA
32,5,193702,0.59,3.6,-4.29,-4.29,0,-4.08,0,1719,0.66,1.01,0.54,-1.09,-2.73,-2.85,-1.73,-6.5,13.7,NA
32,5,193703,0.36,23.5,-4.49,-4.49,-1.92,-4.49,0,1286,-0.82,-0.33,0.17,-1.16,-2.14,-3.09,-1.96,14.7,32.3,NA
32,5,193704,1.64,39.4,-4.05,-4.05,-0.08,-4.02,0,768,0.47,0.02,0.13,-0.1,-0.92,-2.49,-2.25,29.9,49,NA
32,5,193705,1.83,56.7,-4.21,-4.21,-1.73,-4.21,28,285,-0.35,-0.17,-0.38,-0.24,-1.03,-2.45,-2.24,43.8,69.6,NA
32,5,193706,5.33,62.7,-3.02,-3.02,2.28,-2.09,66,135,1.24,0.63,0.67,0.66,-0.02,-0.92,-1.68,50.1,75.3,NA
32,5,193707,2.53,71.2,-3.04,-3.04,-1,-2.45,215,23,-0.01,0.83,0.38,0.32,0.22,-0.34,-2.13,58.3,84,NA
32,5,193708,1.02,72.8,-3.95,-3.95,-3.67,-3.95,255,13,-1.39,-0.8,0.18,-0.14,-0.08,-0.66,-2.41,57.3,88.4,NA
32,5,193709,1.27,57.6,-3.98,-3.98,-1.29,-3.98,20,242,-0.17,-1.07,-0.88,-0.1,-0.09,-0.58,-2.48,43.1,72,NA
32,5,193710,0.73,42.6,-3.88,-3.88,-0.94,-3.88,0,694,-0.23,-0.44,-1.18,-0.41,-0.4,-0.48,-2.42,31.5,53.8,NA
32,5,193711,0.42,22.5,-3.72,-3.72,-0.73,-3.72,0,1275,-0.09,-0.44,-0.54,-0.2,-0.48,-0.42,-2.44,12.6,32.4,NA
32,5,193712,0.7,8.4,-3.2,-3.2,0.42,-2.98,0,1755,0.74,0.23,-0.24,-0.99,-0.29,-0.28,-2.86,-1.8,18.5,NA
32,5,193801,0.35,5.7,-3.12,-3.12,-0.76,-3.12,0,1838,-0.15,0.35,0.04,-1.14,-0.43,-0.42,-2.85,-3.8,15.2,NA
32,5,193802,0.77,4.5,-2.57,-2.57,0.69,-2.23,0,1694,1.06,0.58,0.78,-0.21,-0.05,-0.35,-2.75,-5,14,NA
32,5,193803,0.56,32.2,-2.67,-2.67,-1.09,-2.67,0,1017,-0.23,0.36,0.11,-0.17,-0.91,-0.27,-2.94,21.8,42.6,NA
32,5,193804,1.05,42.5,-2.87,-2.87,-1.42,-2.87,0,675,-0.2,-0.41,-0.07,-0.15,-1.06,-0.5,-2.62,28.8,56.2,NA
32,5,193805,2.24,51.2,-2.54,-2.54,0.1,-2.44,8,436,-0.03,-0.28,-0.36,-0.12,-0.49,-0.32,-1.87,40.1,62.2,NA
32,5,193806,2.26,63.8,-3.15,-3.15,-2.6,-3.15,82,118,-0.81,-0.73,-0.81,-0.78,-0.87,-1.22,-1.59,50.9,76.6,NA
32,5,193807,5.03,69.1,-1.83,-1.83,2.98,-0.56,167,40,1.48,0.56,0.31,0.18,0.13,-0.46,-0.62,56,82.1,NA
